judge_id,row_id,sample_id,method,method_family,model,preset,dataset,target_kind,intended_source_surface,intended_target_surface,quant_pred,adversarial_pred,reference,clean_pred,budget_type,budget_value,is_targeted,smash_step_accepted,is_overlap,packet_version,source_run_dir,source_jsonl
V30036,mix_003::silentstriker_ce_gated::seamless::allw,mix_003,silentstriker_ce_gated,SilentStriker,seamless,allw,synthetic_wa,num,two,3,Lucia Torres can't tolerate two liters of water before the scan.,Lucia Torres can't tolerate two liters of water before the scan.,Lucia Torres can't tolerate 2 liters of water before the scan.,Lucia Torres can't tolerate two liters of water before the scam.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_003_*.jsonl
V30037,mix_004::smash_masked::whisper_small::wdl2,mix_004,smash_masked,SMASH,whisper_small,wdl2,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,Brightwave analytics did not report 70% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,bit_budget,20,1,1,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_004_*.jsonl
V30038,mix_004::pbs_ce::whisper_small::wdl2,mix_004,pbs_ce,PBS,whisper_small,wdl2,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,Brightwave analytics analytics analytics,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,bit_budget,20,0,0,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20/new_WHISPER_pbs_ce_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30039,mix_004::pbs_ce_gated::whisper_small::wdl2,mix_004,pbs_ce_gated,PBS,whisper_small,wdl2,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,Brightwave Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,bit_budget,20,0,0,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30040,mix_004::silentstriker_native::whisper_small::wdl2,mix_004,silentstriker_native,SilentStriker,whisper_small,wdl2,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,Brightwave analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,k_per_module,10,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10/new_WHISPER_silentstriker_native_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_004_*.jsonl
V30041,mix_004::silentstriker_ce::whisper_small::wdl2,mix_004,silentstriker_ce,SilentStriker,whisper_small,wdl2,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,BrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBrightBright,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10/new_WHISPER_silentstriker_ce_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_004_*.jsonl
V30042,mix_004::silentstriker_ce_gated::whisper_small::wdl2,mix_004,silentstriker_ce_gated,SilentStriker,whisper_small,wdl2,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,Brightwave analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,k_per_module,10,0,0,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_004_*.jsonl
V30043,mix_004::urbf::whisper_small::wdl2,mix_004,urbf,URBF,whisper_small,wdl2,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,Brightwave analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30044,mix_004::smash_masked::seamless::enca2,mix_004,smash_masked,SMASH,seamless,enca2,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,bit_budget,20,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_004_*.jsonl
V30045,mix_004::pbs_ce::seamless::enca2,mix_004,pbs_ce,PBS,seamless,enca2,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report sixty percent growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30046,mix_004::pbs_ce_gated::seamless::enca2,mix_004,pbs_ce_gated,PBS,seamless,enca2,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report sixty percent growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30047,mix_004::silentstriker_native::seamless::enca2,mix_004,silentstriker_native,SilentStriker,seamless,enca2,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,k_per_module,10,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10/new_SMT_silentstriker_native_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_004_*.jsonl
V30048,mix_004::silentstriker_ce::seamless::enca2,mix_004,silentstriker_ce,SilentStriker,seamless,enca2,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,Bright Ways Analytics did not report sixty percent growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10/new_SMT_silentstriker_ce_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_004_*.jsonl
V30049,mix_004::silentstriker_ce_gated::seamless::enca2,mix_004,silentstriker_ce_gated,SilentStriker,seamless,enca2,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_004_*.jsonl
V30050,mix_004::urbf::seamless::enca2,mix_004,urbf,URBF,seamless,enca2,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20/new_SMT_urbf_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30051,mix_004::smash_masked::seamless::allw,mix_004,smash_masked,SMASH,seamless,allw,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,bit_budget,20,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_004_*.jsonl
V30052,mix_004::pbs_ce::seamless::allw,mix_004,pbs_ce,PBS,seamless,allw,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWW analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30053,mix_004::pbs_ce_gated::seamless::allw,mix_004,pbs_ce_gated,PBS,seamless,allw,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWW analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,bit_budget,20,0,0,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_004_*.jsonl
V30054,mix_004::silentstriker_ce_gated::seamless::allw,mix_004,silentstriker_ce_gated,SilentStriker,seamless,allw,synthetic_wa,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report sixt growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_004_*.jsonl
V30055,mix_009::smash_masked::whisper_small::wdl2,mix_009,smash_masked,SMASH,whisper_small,wdl2,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,bit_budget,20,1,0,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_009_*.jsonl
V30056,mix_009::pbs_ce::whisper_small::wdl2,mix_009,pbs_ce,PBS,whisper_small,wdl2,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books won't discount discount discount discount,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20/new_WHISPER_pbs_ce_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30057,mix_009::pbs_ce_gated::whisper_small::wdl2,mix_009,pbs_ce_gated,PBS,whisper_small,wdl2,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books won't discount $12.99 for the Paperback Today,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30058,mix_009::silentstriker_native::whisper_small::wdl2,mix_009,silentstriker_native,SilentStriker,whisper_small,wdl2,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,k_per_module,10,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10/new_WHISPER_silentstriker_native_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_009_*.jsonl
V30059,mix_009::silentstriker_ce::whisper_small::wdl2,mix_009,silentstriker_ce,SilentStriker,whisper_small,wdl2,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books Ryan Books,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10/new_WHISPER_silentstriker_ce_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_009_*.jsonl
V30060,mix_009::silentstriker_ce_gated::whisper_small::wdl2,mix_009,silentstriker_ce_gated,SilentStriker,whisper_small,wdl2,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_009_*.jsonl
V30061,mix_009::urbf::whisper_small::wdl2,mix_009,urbf,URBF,whisper_small,wdl2,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30062,mix_009::smash_masked::seamless::enca2,mix_009,smash_masked,SMASH,seamless,enca2,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,bit_budget,20,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_009_*.jsonl
V30063,mix_009::pbs_ce::seamless::enca2,mix_009,pbs_ce,PBS,seamless,enca2,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,bit_budget,20,0,0,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30064,mix_009::pbs_ce_gated::seamless::enca2,mix_009,pbs_ce_gated,PBS,seamless,enca2,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30065,mix_009::silentstriker_native::seamless::enca2,mix_009,silentstriker_native,SilentStriker,seamless,enca2,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,k_per_module,10,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10/new_SMT_silentstriker_native_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_009_*.jsonl
V30066,mix_009::silentstriker_ce::seamless::enca2,mix_009,silentstriker_ce,SilentStriker,seamless,enca2,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,k_per_module,10,0,0,1,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10/new_SMT_silentstriker_ce_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_009_*.jsonl
V30067,mix_009::silentstriker_ce_gated::seamless::enca2,mix_009,silentstriker_ce_gated,SilentStriker,seamless,enca2,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,k_per_module,10,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/mix_009_*.jsonl
V30068,mix_009::urbf::seamless::enca2,mix_009,urbf,URBF,seamless,enca2,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20/new_SMT_urbf_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_009_*.jsonl
V30069,mix_009::smash_masked::seamless::allw,mix_009,smash_masked,SMASH,seamless,allw,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,bit_budget,20,1,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_009_*.jsonl
V30070,mix_009::pbs_ce::seamless::allw,mix_009,pbs_ce,PBS,seamless,allw,synthetic_wa,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,bit_budget,20,0,0,0,v3,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/mix_009_*.jsonl
